chiengdong-Chiềng Dong,maison-Mai Sơn,sonla-Sơn La,
chiengkheo-Chiềng Kheo,maison-Mai Sơn,sonla-Sơn La,
chiengve-Chiềng Ve,maison-Mai Sơn,sonla-Sơn La,
chiengluong-Chiềng Lương,maison-Mai Sơn,sonla-Sơn La,
phiengpan-Phiêng Pằn,maison-Mai Sơn,sonla-Sơn La,
naot-Nà Ơt,maison-Mai Sơn,sonla-Sơn La,
tahoc-Tà Hộc,maison-Mai Sơn,sonla-Sơn La,
songma-Sông Mã,songma-Sông Mã,sonla-Sơn La,
bosinh-Bó Sinh,songma-Sông Mã,sonla-Sơn La,
pupau-Pú Pẩu,songma-Sông Mã,sonla-Sơn La,
chiengphung-Chiềng Phung,songma-Sông Mã,sonla-Sơn La,
chiengen-Chiềng En,songma-Sông Mã,sonla-Sơn La,
muonglam-Mường Lầm,songma-Sông Mã,sonla-Sơn La,
namty-Nậm Ty,songma-Sông Mã,sonla-Sơn La,
duamon-Đứa Mòn,songma-Sông Mã,sonla-Sơn La,
yenhung-Yên Hưng,songma-Sông Mã,sonla-Sơn La,
chiengso-Chiềng Sơ,songma-Sông Mã,sonla-Sơn La,
nanghiu-Nà Nghịu,songma-Sông Mã,sonla-Sơn La,
namman-Nậm Mằn,songma-Sông Mã,sonla-Sơn La,
chiengkhoong-Chiềng Khoong,songma-Sông Mã,sonla-Sơn La,
chiengcang-Chiềng Cang,songma-Sông Mã,sonla-Sơn La,
huoimot-Huổi Một,songma-Sông Mã,sonla-Sơn La,
muongsai-Mường Sai,songma-Sông Mã,sonla-Sơn La,
muongcai-Mường Cai,songma-Sông Mã,sonla-Sơn La,
muonghung-Mường Hung,songma-Sông Mã,sonla-Sơn La,
chiengkhuong-Chiềng Khương,songma-Sông Mã,sonla-Sơn La,
samkha-Sam Kha,sopcop-Sốp Cộp,sonla-Sơn La,
pungbanh-Púng Bánh,sopcop-Sốp Cộp,sonla-Sơn La,
sopcop-Sốp Cộp,sopcop-Sốp Cộp,sonla-Sơn La,
domcang-Dồm Cang,sopcop-Sốp Cộp,sonla-Sơn La,
namlanh-Nậm Lạnh,sopcop-Sốp Cộp,sonla-Sơn La,
muongleo-Mường Lèo,sopcop-Sốp Cộp,sonla-Sơn La,
muongva-Mường Và,sopcop-Sốp Cộp,sonla-Sơn La,
muonglan-Mường Lạn,sopcop-Sốp Cộp,sonla-Sơn La,
suoibang-Suối Bàng,vanho-Vân Hồ,sonla-Sơn La,
songkhua-Song Khủa,vanho-Vân Hồ,sonla-Sơn La,
lienhoa-Liên Hoà,vanho-Vân Hồ,sonla-Sơn La,
tomua-Tô Múa,vanho-Vân Hồ,sonla-Sơn La,
muongte-Mường Tè,vanho-Vân Hồ,sonla-Sơn La,
chiengkhoa-Chiềng Khoa,vanho-Vân Hồ,sonla-Sơn La,
muongmen-Mường Men,vanho-Vân Hồ,sonla-Sơn La,
quangminh-Quang Minh,vanho-Vân Hồ,sonla-Sơn La,
vanho-Vân Hồ,vanho-Vân Hồ,sonla-Sơn La,
longluong-Lóng Luông,vanho-Vân Hồ,sonla-Sơn La,
chiengyen-Chiềng Yên,vanho-Vân Hồ,sonla-Sơn La,
chiengxuan-Chiềng Xuân,vanho-Vân Hồ,sonla-Sơn La,
xuannha-Xuân Nha,vanho-Vân Hồ,sonla-Sơn La,
tanxuan-Tân Xuân,vanho-Vân Hồ,sonla-Sơn La,
yenthinh-Yên Thịnh,yenbai-Yên Bái,yenbai-Yên Bái,
yenninh-Yên Ninh,yenbai-Yên Bái,yenbai-Yên Bái,
minhtan-Minh Tân,yenbai-Yên Bái,yenbai-Yên Bái,
Nguyễn thaihoc-Nguyễn Thái Học,yenbai-Yên Bái,yenbai-Yên Bái,
dongtam-Đồng Tâm,yenbai-Yên Bái,yenbai-Yên Bái,
nguyenphuc-Nguyễn Phúc,yenbai-Yên Bái,yenbai-Yên Bái,
hongha-Hồng Hà,yenbai-Yên Bái,yenbai-Yên Bái,
minhbao-Minh Bảo,yenbai-Yên Bái,yenbai-Yên Bái,
namcuong-Nam Cường,yenbai-Yên Bái,yenbai-Yên Bái,
tuyloc-Tuy Lộc,yenbai-Yên Bái,yenbai-Yên Bái,
tanthinh-Tân Thịnh,yenbai-Yên Bái,yenbai-Yên Bái,
aulau-Âu Lâu,yenbai-Yên Bái,yenbai-Yên Bái,
gioiphien-Giới Phiên,yenbai-Yên Bái,yenbai-Yên Bái,
hopminh-Hợp Minh,yenbai-Yên Bái,yenbai-Yên Bái,
vanphu-Văn Phú,yenbai-Yên Bái,yenbai-Yên Bái,
putrang-Pú Trạng,nghialo-Nghĩa Lộ,yenbai-Yên Bái,
trungtam-Trung Tâm,nghialo-Nghĩa Lộ,yenbai-Yên Bái,
tanan-Tân An,nghialo-Nghĩa Lộ,yenbai-Yên Bái,
cauthia-Cầu Thia,nghialo-Nghĩa Lộ,yenbai-Yên Bái,
nghialoi-Nghĩa Lợi,nghialo-Nghĩa Lộ,yenbai-Yên Bái,
nghiaphuc-Nghĩa Phúc,nghialo-Nghĩa Lộ,yenbai-Yên Bái,
nghiaan-Nghĩa An,nghialo-Nghĩa Lộ,yenbai-Yên Bái,
nghialo-Nghĩa Lộ,nghialo-Nghĩa Lộ,yenbai-Yên Bái,
sona-Sơn A,nghialo-Nghĩa Lộ,yenbai-Yên Bái,
phunham-Phù Nham,nghialo-Nghĩa Lộ,yenbai-Yên Bái,
thanhluong-Thanh Lương,nghialo-Nghĩa Lộ,yenbai-Yên Bái,
hanhson-Hạnh Sơn,nghialo-Nghĩa Lộ,yenbai-Yên Bái,
phucson-Phúc Sơn,nghialo-Nghĩa Lộ,yenbai-Yên Bái,
thachluong-Thạch Lương,nghialo-Nghĩa Lộ,yenbai-Yên Bái,
yenthe-Yên Thế,lucyen-Lục Yên,yenbai-Yên Bái,
tanphuong-Tân Phượng,lucyen-Lục Yên,yenbai-Yên Bái,
lamthuong-Lâm Thượng,lucyen-Lục Yên,yenbai-Yên Bái,
khanhthien-Khánh Thiện,lucyen-Lục Yên,yenbai-Yên Bái,
minhchuan-Minh Chuẩn,lucyen-Lục Yên,yenbai-Yên Bái,
maison-Mai Sơn,lucyen-Lục Yên,yenbai-Yên Bái,
khaitrung-Khai Trung,lucyen-Lục Yên,yenbai-Yên Bái,
muonglai-Mường Lai,lucyen-Lục Yên,yenbai-Yên Bái,
anlac-An Lạc,lucyen-Lục Yên,yenbai-Yên Bái,
minhxuan-Minh Xuân,lucyen-Lục Yên,yenbai-Yên Bái,
tomau-Tô Mậu,lucyen-Lục Yên,yenbai-Yên Bái,
tanlinh-Tân Lĩnh,lucyen-Lục Yên,yenbai-Yên Bái,
yenthang-Yên Thắng,lucyen-Lục Yên,yenbai-Yên Bái,
khanhhoa-Khánh Hoà,lucyen-Lục Yên,yenbai-Yên Bái,
vinhlac-Vĩnh Lạc,lucyen-Lục Yên,yenbai-Yên Bái,
lieudo-Liễu Đô,lucyen-Lục Yên,yenbai-Yên Bái,
dongquan-Động Quan,lucyen-Lục Yên,yenbai-Yên Bái,
tanlap-Tân Lập,lucyen-Lục Yên,yenbai-Yên Bái,
minhtien-Minh Tiến,lucyen-Lục Yên,yenbai-Yên Bái,
truclau-Trúc Lâu,lucyen-Lục Yên,yenbai-Yên Bái,
phucloi-Phúc Lợi,lucyen-Lục Yên,yenbai-Yên Bái,
phanthanh-Phan Thanh,lucyen-Lục Yên,yenbai-Yên Bái,
anphu-An Phú,lucyen-Lục Yên,yenbai-Yên Bái,
trungtam-Trung Tâm,lucyen-Lục Yên,yenbai-Yên Bái,
maua-Mậu A,vanyen-Văn Yên,yenbai-Yên Bái,
langthip-Lang Thíp,vanyen-Văn Yên,yenbai-Yên Bái,
lamgiang-Lâm Giang,vanyen-Văn Yên,yenbai-Yên Bái,
chauquethuong-Châu Quế Thượng,vanyen-Văn Yên,yenbai-Yên Bái,
chauqueha-Châu Quế Hạ,vanyen-Văn Yên,yenbai-Yên Bái,
anbinh-An Bình,vanyen-Văn Yên,yenbai-Yên Bái,
quangminh-Quang Minh,vanyen-Văn Yên,yenbai-Yên Bái,
dongan-Đông An,vanyen-Văn Yên,yenbai-Yên Bái,
dongcuong-Đông Cuông,vanyen-Văn Yên,yenbai-Yên Bái,
phongduha-Phong Dụ Hạ,vanyen-Văn Yên,yenbai-Yên Bái,
maudong-Mậu Đông,vanyen-Văn Yên,yenbai-Yên Bái,
ngoia-Ngòi A,vanyen-Văn Yên,yenbai-Yên Bái,
xuantam-Xuân Tầm,vanyen-Văn Yên,yenbai-Yên Bái,
tanhop-Tân Hợp,vanyen-Văn Yên,yenbai-Yên Bái,
anthinh-An Thịnh,vanyen-Văn Yên,yenbai-Yên Bái,
yenthai-Yên Thái,vanyen-Văn Yên,yenbai-Yên Bái,
phongduthuong-Phong Dụ Thượng,vanyen-Văn Yên,yenbai-Yên Bái,
yenhop-Yên Hợp,vanyen-Văn Yên,yenbai-Yên Bái,
daison-Đại Sơn,vanyen-Văn Yên,yenbai-Yên Bái,
daiphac-Đại Phác,vanyen-Văn Yên,yenbai-Yên Bái,
yenphu-Yên Phú,vanyen-Văn Yên,yenbai-Yên Bái,
xuanai-Xuân Ái,vanyen-Văn Yên,yenbai-Yên Bái,
vienson-Viễn Sơn,vanyen-Văn Yên,yenbai-Yên Bái,
movang-Mỏ Vàng,vanyen-Văn Yên,yenbai-Yên Bái,
nahau-Nà Hẩu,vanyen-Văn Yên,yenbai-Yên Bái,
mucangchai-Mù Căng Chải,mucangchai-Mù Căng Chải,yenbai-Yên Bái,
hobon-Hồ Bốn,mucangchai-Mù Căng Chải,yenbai-Yên Bái,
namco-Nậm Có,mucangchai-Mù Căng Chải,yenbai-Yên Bái,
khaomang-Khao Mang,mucangchai-Mù Căng Chải,yenbai-Yên Bái,
mode-Mồ Dề,mucangchai-Mù Căng Chải,yenbai-Yên Bái,
checunha-Chế Cu Nha,mucangchai-Mù Căng Chải,yenbai-Yên Bái,
laochai-Lao Chải,mucangchai-Mù Căng Chải,yenbai-Yên Bái,
kimnoi-Kim Nọi,mucangchai-Mù Căng Chải,yenbai-Yên Bái,
caopha-Cao Phạ,mucangchai-Mù Căng Chải,yenbai-Yên Bái,
lapantan-La Pán Tẩn,mucangchai-Mù Căng Chải,yenbai-Yên Bái,
desuphinh-Dế Su Phình,mucangchai-Mù Căng Chải,yenbai-Yên Bái,
chetao-Chế Tạo,mucangchai-Mù Căng Chải,yenbai-Yên Bái,
pungluong-Púng Luông,mucangchai-Mù Căng Chải,yenbai-Yên Bái,
namkhat-Nậm Khắt,mucangchai-Mù Căng Chải,yenbai-Yên Bái,
cophuc-Cổ Phúc,tranyen-Trấn Yên,yenbai-Yên Bái,
tandong-Tân Đồng,tranyen-Trấn Yên,yenbai-Yên Bái,
baodap-Báo Đáp,tranyen-Trấn Yên,yenbai-Yên Bái,
daothinh-Đào Thịnh,tranyen-Trấn Yên,yenbai-Yên Bái,
vietthanh-Việt Thành,tranyen-Trấn Yên,yenbai-Yên Bái,
hoacuong-Hòa Cuông,tranyen-Trấn Yên,yenbai-Yên Bái,
minhquan-Minh Quán,tranyen-Trấn Yên,yenbai-Yên Bái,
quymong-Quy Mông,tranyen-Trấn Yên,yenbai-Yên Bái,
cuongthinh-Cường Thịnh,tranyen-Trấn Yên,yenbai-Yên Bái,
kienthanh-Kiên Thành,tranyen-Trấn Yên,yenbai-Yên Bái,
ngaquan-Nga Quán,tranyen-Trấn Yên,yenbai-Yên Bái,
ycan-Y Can,tranyen-Trấn Yên,yenbai-Yên Bái,
luongthinh-Lương Thịnh,tranyen-Trấn Yên,yenbai-Yên Bái,
baohung-Bảo Hưng,tranyen-Trấn Yên,yenbai-Yên Bái,
vietcuong-Việt Cường,tranyen-Trấn Yên,yenbai-Yên Bái,
minhquan-Minh Quân,tranyen-Trấn Yên,yenbai-Yên Bái,
hongca-Hồng Ca,tranyen-Trấn Yên,yenbai-Yên Bái,
hungthinh-Hưng Thịnh,tranyen-Trấn Yên,yenbai-Yên Bái,
hungkhanh-Hưng Khánh,tranyen-Trấn Yên,yenbai-Yên Bái,
viethong-Việt Hồng,tranyen-Trấn Yên,yenbai-Yên Bái,
vanhoi-Vân Hội,tranyen-Trấn Yên,yenbai-Yên Bái,
tramtau-Trạm Tấu,tramtau-Trạm Tấu,yenbai-Yên Bái,
tucdan-Túc Đán,tramtau-Trạm Tấu,yenbai-Yên Bái,
palau-Pá Lau,tramtau-Trạm Tấu,yenbai-Yên Bái,
xaho-Xà Hồ,tramtau-Trạm Tấu,yenbai-Yên Bái,
phinhho-Phình Hồ,tramtau-Trạm Tấu,yenbai-Yên Bái,
tramtau-Trạm Tấu,tramtau-Trạm Tấu,yenbai-Yên Bái,
tasilang-Tà Si Láng,tramtau-Trạm Tấu,yenbai-Yên Bái,
pahu-Pá Hu,tramtau-Trạm Tấu,yenbai-Yên Bái,
langnhi-Làng Nhì,tramtau-Trạm Tấu,yenbai-Yên Bái,
bancong-Bản Công,tramtau-Trạm Tấu,yenbai-Yên Bái,
banmu-Bản Mù,tramtau-Trạm Tấu,yenbai-Yên Bái,
hatliu-Hát Lìu,tramtau-Trạm Tấu,yenbai-Yên Bái,
ntlienson-NT Liên Sơn,vanchan-Văn Chấn,yenbai-Yên Bái,
NT tranphu-NT Trần Phú,vanchan-Văn Chấn,yenbai-Yên Bái,
tule-Tú Lệ,vanchan-Văn Chấn,yenbai-Yên Bái,
nambung-Nậm Búng,vanchan-Văn Chấn,yenbai-Yên Bái,
giahoi-Gia Hội,vanchan-Văn Chấn,yenbai-Yên Bái,
sungdo-Sùng Đô,vanchan-Văn Chấn,yenbai-Yên Bái,
nammuoi-Nậm Mười,vanchan-Văn Chấn,yenbai-Yên Bái,
anluong-An Lương,vanchan-Văn Chấn,yenbai-Yên Bái,
namlanh-Nậm Lành,vanchan-Văn Chấn,yenbai-Yên Bái,
sonluong-Sơn Lương,vanchan-Văn Chấn,yenbai-Yên Bái,
suoiquyen-Suối Quyền,vanchan-Văn Chấn,yenbai-Yên Bái,
suoigiang-Suối Giàng,vanchan-Văn Chấn,yenbai-Yên Bái,
nghiason-Nghĩa Sơn,vanchan-Văn Chấn,yenbai-Yên Bái,
suoibu-Suối Bu,vanchan-Văn Chấn,yenbai-Yên Bái,
sonthinh-Sơn Thịnh,vanchan-Văn Chấn,yenbai-Yên Bái,
dailich-Đại Lịch,vanchan-Văn Chấn,yenbai-Yên Bái,
dongkhe-Đồng Khê,vanchan-Văn Chấn,yenbai-Yên Bái,
catthinh-Cát Thịnh,vanchan-Văn Chấn,yenbai-Yên Bái,
tanthinh-Tân Thịnh,vanchan-Văn Chấn,yenbai-Yên Bái,
chanthinh-Chấn Thịnh,vanchan-Văn Chấn,yenbai-Yên Bái,
binhthuan-Bình Thuận,vanchan-Văn Chấn,yenbai-Yên Bái,
thuongbangla-Thượng Bằng La,vanchan-Văn Chấn,yenbai-Yên Bái,
minhan-Minh An,vanchan-Văn Chấn,yenbai-Yên Bái,
nghiatam-Nghĩa Tâm,vanchan-Văn Chấn,yenbai-Yên Bái,
yenbinh-Yên Bình,yenbinh-Yên Bình,yenbai-Yên Bái,
thacba-Thác Bà,yenbinh-Yên Bình,yenbai-Yên Bái,
xuanlong-Xuân Long,yenbinh-Yên Bình,yenbai-Yên Bái,
camnhan-Cảm Nhân,yenbinh-Yên Bình,yenbai-Yên Bái,
ngocchan-Ngọc Chấn,yenbinh-Yên Bình,yenbai-Yên Bái,
tannguyen-Tân Nguyên,yenbinh-Yên Bình,yenbai-Yên Bái,
phucninh-Phúc Ninh,yenbinh-Yên Bình,yenbai-Yên Bái,
baoai-Bảo Ái,yenbinh-Yên Bình,yenbai-Yên Bái,
mygia-Mỹ Gia,yenbinh-Yên Bình,yenbai-Yên Bái,
xuanlai-Xuân Lai,yenbinh-Yên Bình,yenbai-Yên Bái,
mongson-Mông Sơn,yenbinh-Yên Bình,yenbai-Yên Bái,
caman-Cảm Ân,yenbinh-Yên Bình,yenbai-Yên Bái,
yenthanh-Yên Thành,yenbinh-Yên Bình,yenbai-Yên Bái,
tanhuong-Tân Hương,yenbinh-Yên Bình,yenbai-Yên Bái,
phucan-Phúc An,yenbinh-Yên Bình,yenbai-Yên Bái,
bachha-Bạch Hà,yenbinh-Yên Bình,yenbai-Yên Bái,
vulinh-Vũ Linh,yenbinh-Yên Bình,yenbai-Yên Bái,
daidong-Đại Đồng,yenbinh-Yên Bình,yenbai-Yên Bái,
vinhkien-Vĩnh Kiên,yenbinh-Yên Bình,yenbai-Yên Bái,
yenbinh-Yên Bình,yenbinh-Yên Bình,yenbai-Yên Bái,
thinhhung-Thịnh Hưng,yenbinh-Yên Bình,yenbai-Yên Bái,
handa-Hán Đà,yenbinh-Yên Bình,yenbai-Yên Bái,
phuthinh-Phú Thịnh,yenbinh-Yên Bình,yenbai-Yên Bái,
daiminh-Đại Minh,yenbinh-Yên Bình,yenbai-Yên Bái,
thaibinh-Thái Bình,hoabinh-Hòa Bình,hoabinh-Hoà Bình,
tanhoa-Tân Hòa,hoabinh-Hòa Bình,hoabinh-Hoà Bình,
thinhlang-Thịnh Lang,hoabinh-Hòa Bình,hoabinh-Hoà Bình,
huunghi-Hữu Nghị,hoabinh-Hòa Bình,hoabinh-Hoà Bình,
tanthinh-Tân Thịnh,hoabinh-Hòa Bình,hoabinh-Hoà Bình,
dongtien-Đồng Tiến,hoabinh-Hòa Bình,hoabinh-Hoà Bình,
phuonglam-Phương Lâm,hoabinh-Hòa Bình,hoabinh-Hoà Bình,
yenmong-Yên Mông,hoabinh-Hòa Bình,hoabinh-Hoà Bình,
quynhlam-Quỳnh Lâm,hoabinh-Hòa Bình,hoabinh-Hoà Bình,
danchu-Dân Chủ,hoabinh-Hòa Bình,hoabinh-Hoà Bình,
hoabinh-Hòa Bình,hoabinh-Hòa Bình,hoabinh-Hoà Bình,
thongnhat-Thống Nhất,hoabinh-Hòa Bình,hoabinh-Hoà Bình,
kyson-Kỳ Sơn,hoabinh-Hòa Bình,hoabinh-Hoà Bình,
thinhminh-Thịnh Minh,hoabinh-Hòa Bình,hoabinh-Hoà Bình,
hopthanh-Hợp Thành,hoabinh-Hòa Bình,hoabinh-Hoà Bình,
quangtien-Quang Tiến,hoabinh-Hòa Bình,hoabinh-Hoà Bình,
monghoa-Mông Hóa,hoabinh-Hòa Bình,hoabinh-Hoà Bình,
trungminh-Trung Minh,hoabinh-Hòa Bình,hoabinh-Hoà Bình,
doclap-Độc Lập,hoabinh-Hòa Bình,hoabinh-Hoà Bình,
dabac-Đà Bắc,dabac-Đà Bắc,hoabinh-Hoà Bình,
nanhnghe-Nánh Nghê,dabac-Đà Bắc,hoabinh-Hoà Bình,
giapdat-Giáp Đắt,dabac-Đà Bắc,hoabinh-Hoà Bình,
muongchieng-Mường Chiềng,dabac-Đà Bắc,hoabinh-Hoà Bình,
tanpheo-Tân Pheo,dabac-Đà Bắc,hoabinh-Hoà Bình,
dongchum-Đồng Chum,dabac-Đà Bắc,hoabinh-Hoà Bình,
tanminh-Tân Minh,dabac-Đà Bắc,hoabinh-Hoà Bình,
doanket-Đoàn Kết,dabac-Đà Bắc,hoabinh-Hoà Bình,
dongruong-Đồng Ruộng,dabac-Đà Bắc,hoabinh-Hoà Bình,
tuly-Tú Lý,dabac-Đà Bắc,hoabinh-Hoà Bình,
trungthanh-Trung Thành,dabac-Đà Bắc,hoabinh-Hoà Bình,
yenhoa-Yên Hòa,dabac-Đà Bắc,hoabinh-Hoà Bình,
caoson-Cao Sơn,dabac-Đà Bắc,hoabinh-Hoà Bình,
toanson-Toàn Sơn,dabac-Đà Bắc,hoabinh-Hoà Bình,
hienluong-Hiền Lương,dabac-Đà Bắc,hoabinh-Hoà Bình,
tienphong-Tiền Phong,dabac-Đà Bắc,hoabinh-Hoà Bình,
vaynua-Vầy Nưa,dabac-Đà Bắc,hoabinh-Hoà Bình,
luongson-Lương Sơn,luongson-Lương Sơn,hoabinh-Hoà Bình,
lamson-Lâm Sơn,luongson-Lương Sơn,hoabinh-Hoà Bình,
hoason-Hòa Sơn,luongson-Lương Sơn,hoabinh-Hoà Bình,
tanvinh-Tân Vinh,luongson-Lương Sơn,hoabinh-Hoà Bình,
nhuantrach-Nhuận Trạch,luongson-Lương Sơn,hoabinh-Hoà Bình,
caoson-Cao Sơn,luongson-Lương Sơn,hoabinh-Hoà Bình,
cuyen-Cư Yên,luongson-Lương Sơn,hoabinh-Hoà Bình,
lienson-Liên Sơn,luongson-Lương Sơn,hoabinh-Hoà Bình,
caoduong-Cao Dương,luongson-Lương Sơn,hoabinh-Hoà Bình,
thanhson-Thanh Sơn,luongson-Lương Sơn,hoabinh-Hoà Bình,
thanhcao-Thanh Cao,luongson-Lương Sơn,hoabinh-Hoà Bình,
bo-Bo,kimboi-Kim Bôi,hoabinh-Hoà Bình,
dusang-Đú Sáng,kimboi-Kim Bôi,hoabinh-Hoà Bình,
hungson-Hùng Sơn,kimboi-Kim Bôi,hoabinh-Hoà Bình,
binhson-Bình Sơn,kimboi-Kim Bôi,hoabinh-Hoà Bình,
tuson-Tú Sơn,kimboi-Kim Bôi,hoabinh-Hoà Bình,
vinhtien-Vĩnh Tiến,kimboi-Kim Bôi,hoabinh-Hoà Bình,
dongbac-Đông Bắc,kimboi-Kim Bôi,hoabinh-Hoà Bình,
xuanthuy-Xuân Thủy,kimboi-Kim Bôi,hoabinh-Hoà Bình,
vinhdong-Vĩnh Đồng,kimboi-Kim Bôi,hoabinh-Hoà Bình,
kimlap-Kim Lập,kimboi-Kim Bôi,hoabinh-Hoà Bình,
hoptien-Hợp Tiến,kimboi-Kim Bôi,hoabinh-Hoà Bình,
kimboi-Kim Bôi,kimboi-Kim Bôi,hoabinh-Hoà Bình,
namthuong-Nam Thượng,kimboi-Kim Bôi,hoabinh-Hoà Bình,
cuoiha-Cuối Hạ,kimboi-Kim Bôi,hoabinh-Hoà Bình,
saobay-Sào Báy,kimboi-Kim Bôi,hoabinh-Hoà Bình,
mihoa-Mi Hòa,kimboi-Kim Bôi,hoabinh-Hoà Bình,
nuongdam-Nuông Dăm,kimboi-Kim Bôi,hoabinh-Hoà Bình,
caophong-Cao Phong,caophong-Cao Phong,hoabinh-Hoà Bình,
binhthanh-Bình Thanh,caophong-Cao Phong,hoabinh-Hoà Bình,
thungnai-Thung Nai,caophong-Cao Phong,hoabinh-Hoà Bình,
bacphong-Bắc Phong,caophong-Cao Phong,hoabinh-Hoà Bình,
thuphong-Thu Phong,caophong-Cao Phong,hoabinh-Hoà Bình,
hopphong-Hợp Phong,caophong-Cao Phong,hoabinh-Hoà Bình,
tayphong-Tây Phong,caophong-Cao Phong,hoabinh-Hoà Bình,
dungphong-Dũng Phong,caophong-Cao Phong,hoabinh-Hoà Bình,
namphong-Nam Phong,caophong-Cao Phong,hoabinh-Hoà Bình,
thachyen-Thạch Yên,caophong-Cao Phong,hoabinh-Hoà Bình,
manduc-Mãn Đức,tanlac-Tân Lạc,hoabinh-Hoà Bình,
suoihoa-Suối Hoa,tanlac-Tân Lạc,hoabinh-Hoà Bình,
phuvinh-Phú Vinh,tanlac-Tân Lạc,hoabinh-Hoà Bình,
phucuong-Phú Cường,tanlac-Tân Lạc,hoabinh-Hoà Bình,
myhoa-Mỹ Hòa,tanlac-Tân Lạc,hoabinh-Hoà Bình,
quyetchien-Quyết Chiến,tanlac-Tân Lạc,hoabinh-Hoà Bình,
phongphu-Phong Phú,tanlac-Tân Lạc,hoabinh-Hoà Bình,
tune-Tử Nê,tanlac-Tân Lạc,hoabinh-Hoà Bình,
thanhhoi-Thanh Hối,tanlac-Tân Lạc,hoabinh-Hoà Bình,
ngocmy-Ngọc Mỹ,tanlac-Tân Lạc,hoabinh-Hoà Bình,
donglai-Đông Lai,tanlac-Tân Lạc,hoabinh-Hoà Bình,
vanson-Vân Sơn,tanlac-Tân Lạc,hoabinh-Hoà Bình,
nhanmy-Nhân Mỹ,tanlac-Tân Lạc,hoabinh-Hoà Bình,
loson-Lỗ Sơn,tanlac-Tân Lạc,hoabinh-Hoà Bình,
ngoluong-Ngổ Luông,tanlac-Tân Lạc,hoabinh-Hoà Bình,
giamo-Gia Mô,tanlac-Tân Lạc,hoabinh-Hoà Bình,
tanthanh-Tân Thành,maichau-Mai Châu,hoabinh-Hoà Bình,
maichau-Mai Châu,maichau-Mai Châu,hoabinh-Hoà Bình,
sonthuy-Sơn Thủy,maichau-Mai Châu,hoabinh-Hoà Bình,
paco-Pà Cò,maichau-Mai Châu,hoabinh-Hoà Bình,
hangkia-Hang Kia,maichau-Mai Châu,hoabinh-Hoà Bình,
dongtan-Đồng Tân,maichau-Mai Châu,hoabinh-Hoà Bình,
cunpheo-Cun Pheo,maichau-Mai Châu,hoabinh-Hoà Bình,
baola-Bao La,maichau-Mai Châu,hoabinh-Hoà Bình,
tongdau-Tòng Đậu,maichau-Mai Châu,hoabinh-Hoà Bình,
naphon-Nà Phòn,maichau-Mai Châu,hoabinh-Hoà Bình,
samkhoe-Săm Khóe,maichau-Mai Châu,hoabinh-Hoà Bình,
chiengchau-Chiềng Châu,maichau-Mai Châu,hoabinh-Hoà Bình,
maiha-Mai Hạ,maichau-Mai Châu,hoabinh-Hoà Bình,
thanhson-Thành Sơn,maichau-Mai Châu,hoabinh-Hoà Bình,
maihich-Mai Hịch,maichau-Mai Châu,hoabinh-Hoà Bình,
vanmai-Vạn Mai,maichau-Mai Châu,hoabinh-Hoà Bình,
vuban-Vụ Bản,lacson-Lạc Sơn,hoabinh-Hoà Bình,
quyhoa-Quý Hòa,lacson-Lạc Sơn,hoabinh-Hoà Bình,
miendoi-Miền Đồi,lacson-Lạc Sơn,hoabinh-Hoà Bình,
mythanh-Mỹ Thành,lacson-Lạc Sơn,hoabinh-Hoà Bình,
tuandao-Tuân Đạo,lacson-Lạc Sơn,hoabinh-Hoà Bình,
vannghia-Văn Nghĩa,lacson-Lạc Sơn,hoabinh-Hoà Bình,
vanson-Văn Sơn,lacson-Lạc Sơn,hoabinh-Hoà Bình,
tanlap-Tân Lập,lacson-Lạc Sơn,hoabinh-Hoà Bình,
nhannghia-Nhân Nghĩa,lacson-Lạc Sơn,hoabinh-Hoà Bình,
thuongcoc-Thượng Cốc,lacson-Lạc Sơn,hoabinh-Hoà Bình,
quyetthang-Quyết Thắng,lacson-Lạc Sơn,hoabinh-Hoà Bình,
xuathoa-Xuất Hóa,lacson-Lạc Sơn,hoabinh-Hoà Bình,
yenphu-Yên Phú,lacson-Lạc Sơn,hoabinh-Hoà Bình,
binhhem-Bình Hẻm,lacson-Lạc Sơn,hoabinh-Hoà Bình,
dinhcu-Định Cư,lacson-Lạc Sơn,hoabinh-Hoà Bình,
chidao-Chí Đạo,lacson-Lạc Sơn,hoabinh-Hoà Bình,
ngocson-Ngọc Sơn,lacson-Lạc Sơn,hoabinh-Hoà Bình,
huongnhuong-Hương Nhượng,lacson-Lạc Sơn,hoabinh-Hoà Bình,
vubinh-Vũ Bình,lacson-Lạc Sơn,hoabinh-Hoà Bình,
tudo-Tự Do,lacson-Lạc Sơn,hoabinh-Hoà Bình,
yennghiep-Yên Nghiệp,lacson-Lạc Sơn,hoabinh-Hoà Bình,
tanmy-Tân Mỹ,lacson-Lạc Sơn,hoabinh-Hoà Bình,
annghia-Ân Nghĩa,lacson-Lạc Sơn,hoabinh-Hoà Bình,
ngoclau-Ngọc Lâu,lacson-Lạc Sơn,hoabinh-Hoà Bình,
hangtram-Hàng Trạm,yenthuy-Yên Thủy,hoabinh-Hoà Bình,
lacsy-Lạc Sỹ,yenthuy-Yên Thủy,hoabinh-Hoà Bình,
lacluong-Lạc Lương,yenthuy-Yên Thủy,hoabinh-Hoà Bình,
